Recipe ID;Category;Directions
3839;Home  >  Recipes  >  Main Dish;Place drumsticks in a slow cooker. In a medium bowl, stir together soy sauce, brown sugar, garlic, and tomato sauce. Pour sauce over chicken.<br>Cover, and cook on Low heat 8 hours.<br>
475;Home  >  Recipes  >  Main Dish  >  Rice  >  Fried Rice;Cook rice according to package directions. While rice is cooking, heat a wok or large skillet over medium-high heat. Pour in sesame oil and stir in onion. Fry until golden, then add garlic. When garlic is lightly browned, mix in shrimp, ham, and chicken. Fry until shrimp is pink.<br>Lower heat to medium and stir in celery, carrot, green pepper, and peas. Fry until vegetables are crisp-tender. Stir in beaten egg and cook just until egg is scrambled and firm.<br>When rice is done, mix thoroughly with vegetables and stir in soy sauce. Adjust seasoning to your preference and serve immediately.<br>
4420;Home  >  Recipes  >  Main Dish  >  Seafood  >  Salmon  >  Salmon Steaks;Melt butter in a large heavy skillet over medium heat. Stir in brown sugar. Place salmon fillets on top of brown sugar mixture. Cook for 5 minutes on medium heat. Turn salmon, and pour bourbon around the fillets. Continue cooking for 5 minutes, or until fish flakes easily with a fork. Spoon glaze over the salmon, and serve.<br>
2575;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Add fettucine pasta and cook for 8 to 10 minutes or until al dente, drain.<br>In a large skillet melt the butter and add the chopped garlic. Cook on low for about 5 minutes, stirring often, making sure not to burn the garlic.<br>Pour about a 1/4 cup of the heavy cream into a small bowl. Add the egg yolk and beat together, put aside. Pour the remaining cream into the frying pan. Increase the heat to medium-high. As the cream starts to boil, mix rapidly using a whisk. Slowly add the cream/egg mixture. You do not want the egg to curdle. Continue whisking until well blended.<br>Add 1 cup of the Parmesan cheese and continue to mix the cream. Pour in the remaining Parmesan and the parsley, mix until smooth. Immediately remove from stove. Serve over cooked pasta.<br>
855;Home  >  Recipes  >  Main Dish  >  Meatloaf  >  Beef Meatloaf;Preheat oven to 350 degrees F (175 degrees C).<br>In a large bowl, combine meat, eggs, ketchup, stuffing mix, ranch dressing mix and fried onions.<br>Shape into loaf and fit into 9 x 5 inch loaf pan.<br>Bake, covered loosely with foil, at 350 degrees F (175 degrees C) for 50 to 60 minutes, or until meat is thoroughly cooked.<br>
431;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Baked and Roasted;Preheat oven to 450 degrees F (230 degrees C).<br>Mix flour, salt, paprika, sage and pepper together in a bag. Add chicken parts in a bag and shake until well coated.<br>Melt butter/margarine in a 9x13 inch baking dish in the preheated oven. Place chicken in the baking dish skin side down and bake for 20 minutes. Turn pieces and bake another 20 minutes until tender and juices run clear.<br>
5611;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Place flour in a small bowl. Dredge chicken in the flour to lightly coat.<br>Heat olive oil and butter in a medium skillet over medium heat, and saute the chicken breasts until no longer pink and juices run clear. Set aside, and keep warm.<br>Stir hoisin sauce and orange juice into the skillet, and scrape up the browned bits. Mix in mandarin oranges, green onions, and cashews, Return chicken to the skillet. Continue cooking until all ingredients are heated through.<br>
1822;Home  >  Recipes  >  Main Dish  >  Pasta;In a small saucepan, bring the broth to a boil. Remove from heat. Place the sun-dried tomatoes in the broth 15 minutes, or until softened. Drain, reserving broth, and coarsely chop.<br>Bring a large pot of lightly salted water to a boil. Place penne pasta in the pot, cook 9 to 12 minutes, until al dente, and drain.<br>Place the pine nuts in a skillet over medium heat. Cook and stir until lightly toasted.<br>Heat the olive oil and red pepper flakes in a skillet over medium heat, and saute the garlic 1 minute, until tender. Mix in the spinach, and cook until almost wilted. Pour in the reserved broth, and stir in the chopped sun-dried tomatoes. Continue cooking 2 minutes, or until heated through.<br>In a large bowl, toss the cooked pasta with the spinach and tomato mixture and pine nuts. Serve with Parmesan cheese.<br>
1410;Home  >  Recipes  >  Main Dish  >  Seafood  >  Halibut;Preheat a grill for high heat. Squeeze the juice from the lime wedges over fish fillets, then season them with salt and pepper.<br>Grill fish fillets for about 5 minutes on each side, until browned and fish can be flaked with a fork. Remove to a warm serving plate.<br>Heat the oil in a skillet over medium heat. Add the garlic, cook and stir just until fragrant, about 2 minutes. Stir in the butter, remaining lime juice and cilantro. Serve fish with the cilantro butter sauce.<br>
885;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Mexican-Style;Place chicken breasts and tomato sauce in a medium saucepan over medium high heat. Bring to a boil, then add the salsa, seasoning, cumin, garlic and chili powder. Let simmer for 15 minutes.<br>With a fork, start pulling the chicken meat apart into thin strings. Keep cooking pulled chicken meat and sauce, covered, for another 5 to 10 minutes. Add hot sauce to taste and stir together (Note: You may need to add a bit of water if the mixture is cooked too high and gets too thick.)<br>
87;Home  >  Recipes  >  Main Dish  >  Casseroles;Preheat oven to 350 degrees F (175 degrees C).<br>Lightly grease a 9x13 inch baking dish. Tear up the hot dog buns and arrange the pieces in the bottom of the dish evenly. Slice the hot dogs into bite size pieces and layer the pieces over the buns.<br>Pour the chili over the hot dogs, sprinkle with the chopped onion, then spread some mustard over the chili and the onion. Top off with the cheese.<br>Bake at 350 degrees F (175 degrees C) for 30 minutes.<br>
2241;Home  >  Recipes  >  Main Dish  >  Roasts;Preheat the oven to 350 degrees F (175 degrees C).<br>Stir together the maple syrup, mustard, vinegar, soy sauce, salt, and pepper in a small bowl. Place pork roast in a shallow roasting pan. Spread glaze evenly over pork roast.<br>Roast pork in the preheated oven uncovered, until internal temperature measured with a meat thermometer reaches 145 degrees F (63 degrees C), about 1 hour. Remove from oven, and let rest about 10 minutes before slicing to serve.<br>
2735;Home  >  Recipes  >  Main Dish;Place the roast inside a slow cooker coated with cooking spray. In a separate bowl, stir together the beans, 2 cans of the chile peppers, chili powder, cumin, salt, oregano, and garlic powder. Pour the whole mixture over the roast, and add enough water so that the roast is mostly covered. Jiggle the roast a little to get some of the liquid underneath.<br>Cover, and cook on Low for 8 to 9 hours. Check after about 5 hours to make sure the beans have not absorbed all of the liquid. Add more water if necessary 1 cup at a time. Use just enough to keep the beans from drying out.<br>When the roast is fork-tender, remove it from the slow cooker, and place on a cutting board. Remove any bone and fat, then shred with forks. Return to the slow cooker, and stir in the remaining can of green chilies. Heat through, and serve with flour tortillas and your favorite toppings.<br>
1737;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Turkey;Spread bread with mayonnaise and mustard. Alternate ham, Swiss and turkey slices on bread.<br>Beat egg and milk in a small bowl. Coat the sandwich with the egg and milk mixture. Heat a greased skillet over medium heat, brown the sandwich on both sides. Serve hot.<br>
1630;Home  >  Recipes  >  Main Dish  >  Seafood  >  Halibut;Preheat oven to 450 degrees F (230 degrees C). Lightly grease a shallow baking dish.<br>Heat olive oil in a medium saucepan over medium heat and stir in zucchini, onion, and garlic. Cook and stir 5 minutes or until tender. Remove saucepan from heat and mix in tomatoes, basil, salt, and pepper.<br>Arrange halibut steaks in a single layer in the prepared baking dish. Spoon equal amounts of the zucchini mixture over each steak. Top with feta cheese.<br>Bake 15 minutes in the preheated oven, or until fish is easily flaked with a fork.<br>
3447;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Pan-Fried;In a large resealable plastic bag, combine flour, 1/4 cup sesame seeds, black pepper, five-spice powder, and red pepper flakes. Place a few pieces of chicken at a time into the bag, and shake to coat. Remove to a platter.<br>Heat oil in a large skillet or wok over medium-high heat. Place chicken into skillet, and brown on both sides, about 5 minutes. Remove chicken, and set aside. Stir onion wedges and bell pepper slices into skillet, cook until slightly browned, about 2 minutes. Remove, and set aside.<br>Return chicken to skillet, and reduce heat to low. Mix in teriyaki marinade, 1/4 cup sesame seeds, and honey, stir until sauce thickens. Return onion and bell pepper to the skillet. Warm through, and serve.<br>
1553;Home  >  Recipes  >  Main Dish;Prepare spinach according to package directions. Drain and pat dry.<br>Preheat oven to 350 degrees F (175 degrees C). Sprinkle 1/2 cup cheese on one side of each tortilla. Place tortillas cheese side up on baking sheets, and bake 5 minutes, or until cheese is melted.<br>Melt the butter in a skillet over medium heat. Stir in garlic and mushrooms, and cook about 5 minutes. Mix in spinach, and continue cooking 5 minutes. Place an equal amount of the mixture on the cheese side of each tortilla. Fold tortillas in half over the filling.<br>Heat oil in a separate skillet over medium heat. Place quesadillas in the skillet one at a time, and cook 3 minutes on each side, until golden brown. Cut each quesadilla into 4 wedges to serve.<br>
183;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Add manicotti and cook for 8 to 10 minutes or until al dente, drain.<br>Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.<br>In a bowl, mix 3 cups mozzarella cheese, ricotta cheese, 1/2 cup Parmesan cheese, garlic, egg, and basil. Stuff cooked manicotti with the mixture.<br>Spread about 2 cups pasta sauce over the bottom of the prepared baking dish. Arrange stuffed manicotti in the dish, and cover with remaining sauce. Sprinkle with remaining mozzarella cheese.<br>Bake 15 minutes in the preheated oven. Sprinkle with remaining Parmesan, and continue baking 10 minutes, until mozzarella is melted and bubbly.<br>
6126;Home  >  Recipes  >  Main Dish  >  Pizza  >  Vegetable;Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown, drain. Crumble and set aside 2 slices. Crumble remaining 6 slices.<br>Preheat oven to 400 degrees F (200 degrees C).<br>In a large saucepan over medium-high heat, saute the beef, onion and bell pepper until beef is browned. Drain, and stir in the 6 slices crumbled bacon and pizza sauce. Spoon mixture into an ungreased 9x13 inch pan. Sprinkle with tomatoes and top with the cheese.<br>In a medium bowl, beat the eggs slightly. Mix in milk and oil, then add the flour and salt. Beat for 2 minutes at medium speed. Pour evenly over the meat mixture. Sprinkle with the remaining bacon.<br>Bake in preheated oven for 20 to 30 minutes, or until topping is lightly puffed and deep, golden brown.<br>
1124;Home  >  Recipes  >  Main Dish;Make small cuts in roast, and insert garlic slices in cuts. Place roast in the slow cooker, and pour the entire contents of the jar of pepperoncini, including liquid, over meat.<br>Cover, and cook on Low for 6 to 8 hours.<br>When making the sandwiches, place meat in rolls, top with cheese, and zap in a microwave for a few seconds. Don't forget to use the pepperoncini in the sandwiches!<br>
2008;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Mexican-Style;Preheat oven to 350 degrees F (175 degrees C).<br>In a large, deep skillet, heat 1 tablespoon oil over medium high heat. Slowly cook and stir onion until translucent. Mix in honey. Stir until onion is golden brown, about 5 minutes. Remove from skillet and set aside.<br>Place remaining oil and chicken in the skillet over medium high heat. Cook until chicken is no longer pink. Stir in barbeque sauce and evenly coat chicken.<br>Layer 4 tortillas individually with chicken, onions, Cheddar cheese and Monterey Jack cheese. Top with remaining tortillas.<br>One or two at a time, place layered tortillas on a large baking sheet. Bake uncovered in the preheated oven 20 minutes, or until cheese is melted. Do not let tortillas become too crisp. Remove from heat. Cut into quarters to serve.<br>
4786;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp;Preheat an oven to 400 degrees F (200 degrees C). Lightly coat a baking sheet with cooking spray.<br>Rinse and dry shrimp with paper towels. Mix cornstarch, salt, and cayenne pepper in a shallow bow, pour coconut flakes in a separate shallow bowl. Working with one shrimp at a time, dredge it in the cornstarch mixture, then dip it in the egg white, and roll it in the coconut, making sure to coat the shrimp well. Place on the prepared baking sheet, and repeat with the remaining shrimp.<br>Bake the shrimp until they are bright pink on the outside and the meat is no longer transparent in the center and the coconut is browned, 15 to 20 minutes, flipping the shrimp halfway through.<br>
861;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Italian-Style;Preheat oven to 350 degrees F (175 degrees C).<br>Melt the butter in a saucepan over low heat, and cook the garlic until tender, about 5 minutes.<br>In a shallow bowl, mix the bread crumbs, Parmesan cheese, Cheddar cheese, parsley, oregano, pepper, and salt.<br>Dip each chicken breast in the garlic butter to coat, then press into the bread crumb mixture. Arrange the coated chicken breasts in a 9x13 inch baking dish. Drizzle with any remaining butter and top with any remaining bread crumb mixture.<br>Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.<br>
1265;Home  >  Recipes  >  Main Dish;In a large bowl, combine zucchini, egg, and butter or margarine. Stir in seasoned crumbs, minced onion, and seasoning. Mix well.<br>Shape mixture into patties. Dredge in flour.<br>In a medium skillet, heat oil over medium high heat until hot. Fry patties in oil until golden brown on both sides.<br>
2555;Home  >  Recipes  >  Main Dish  >  Stuffed Main Dishes  >  Stuffed Cabbage;In a medium saucepan, bring water to a boil. Add rice and stir. Reduce heat, cover and simmer for 20 minutes.<br>Bring a large, wide saucepan of lightly salted water to a boil. Add cabbage leaves and cook for 2 to 4 minutes or until softened, drain.<br>In a medium mixing bowl, combine the ground beef, 1 cup cooked rice, onion, egg, salt and pepper, along with 2 tablespoons of tomato soup. Mix thoroughly.<br>Divide the beef mixture evenly among the cabbage leaves. Roll and secure them with toothpicks or string.<br>In a large skillet over medium heat, place the cabbage rolls and pour the remaining tomato soup over the top. Cover and bring to a boil. Reduce heat to low and simmer for about 40 minutes, stirring and basting with the liquid often.<br>
236;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Skillet;Pound chicken breasts to 1/2 inch thickness. Sprinkle both sides of each chicken breast liberally with paprika, salt, pepper, and garlic powder.<br>In a large skillet, melt the butter over medium heat. Arrange chicken breasts in the pan, cover, and cook for 10 minutes. Turn chicken breasts over, and layer the thinly sliced onions and mushrooms on top of the chicken. Cover, and cook for 10 minutes.<br>Remove lid, and mix onions and mushrooms into the butter sauce. Reduce heat to low, and cook uncovered for 5 minutes.<br>
4076;Home  >  Recipes  >  Main Dish;Preheat the oven to 500 degrees F (260 degrees C). Season the roast with salt and pepper and place in a roasting pan or baking dish. Do not cover or add water.<br>Place the roast in the preheated oven. Reduce the temperature to 475 degrees F (245 degrees C). Roast for 21 minutes (seven minutes per pound) then turn off the oven and let the roast sit in the hot oven for 2 1/2 hours. Do not open the door at all during this time!<br>Remove the roast from the oven, the internal temperature should have reached at least 145 degrees F (65 degrees C). Carve into thin slices to serve.<br>
65;Home  >  Recipes  >  Main Dish  >  Rice  >  Risotto;In a saucepan, warm the broth over low heat.<br>Warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Stir in the mushrooms, and cook until soft, about 3 minutes. Remove mushrooms and their liquid, and set aside.<br>Add 1 tablespoon olive oil to skillet, and stir in the shallots. Cook 1 minute. Add rice, stirring to coat with oil, about 2 minutes. When the rice has taken on a pale, golden color, pour in wine, stirring constantly until the wine is fully absorbed. Add 1/2 cup broth to the rice, and stir until the broth is absorbed. Continue adding broth 1/2 cup at a time, stirring continuously, until the liquid is absorbed and the rice is al dente, about 15 to 20 minutes.<br>Remove from heat, and stir in mushrooms with their liquid, butter, chives, and parmesan. Season with salt and pepper to taste.<br>
1649;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Add fettuccini and cook for 8 to 10 minutes or until al dente, drain.<br>In a large saucepan, melt butter into cream over low heat. Add salt, pepper and garlic salt. Stir in cheese over medium heat until melted, this will thicken the sauce.<br>Add pasta to sauce. Use enough of the pasta so that all of the sauce is used and the pasta is thoroughly coated. Serve immediately.<br>
1478;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.<br>In a small saucepan over low heat place olive oil, garlic and peppers and simmer. Pour olive oil mixture over cooked pasta and serve with Parmesan cheese.<br>
2203;Home  >  Recipes  >  Main Dish  >  Curries  >  Vegetarian;Wash the lentils in cold water until the water runs clear. Put lentils in a pot with enough water to cover, bring to a boil, place a cover on the pot, reduce heat to medium-low, and simmer, adding water during cooking as needed to keep covered, until tender, 15 to 20 minutes. Drain.<br>Heat vegetable oil in a large skillet over medium heat, cook and stir onions in hot oil until caramelized, about 20 minutes.<br>Mix curry paste, curry powder, turmeric, cumin, chili powder, salt, sugar, garlic, and ginger together in a large bowl, stir into the onions. Increase heat to high and cook, stirring constantly, until fragrant, 1 to 2 minutes.<br>Stir in the tomato puree, remove from heat and stir into the lentils.<br>
8867;Home  >  Recipes  >  Main Dish  >  Stir-Fry  >  Beef;In a wok or skillet, heat oil over medium-high heat. Add beef strips 1/3 at a time. Stir-fry for 3 minutes or until browned, removing the done pieces to a plate lined with paper towels.<br>Return all the beef to the wok. Stir in orange peel, garlic, and ginger, stir-fry 1 minute.<br>In a medium bowl, combine cornstarch, broth, soy sauce, sherry, marmalade, and red pepper. Pour this mixture into the beef, stirring constantly. Bring to a boil over medium heat and cook for 1 minute. Serve hot.<br>
402;Home  >  Recipes  >  Main Dish  >  Casseroles  >  Noodles;Preheat the oven to 350 degrees F (175 degrees C). Place noodles in a pot of lightly salted boiling water. Cook until al dente, about 8 minutes. Drain and set aside.<br>Cook ground beef, onion, celery and garlic in a skillet over medium heat until meat is evenly browned. Drain off excess grease.<br>Butter a 9x13 inch baking dish. Place half of the cooked noodles in the bottom of the dish. Cover them with half of the meat mixture, then half of the tomatoes. Spoon half of the cream of chicken soup over the tomatoes, then sprinkle half of the shredded cheese. Repeat layers, ending with cheese on the top.<br>Bake for 1 hour in the preheated oven, or until cheese is browned and bubbly. Let stand for 10 minutes to set before serving.<br>
3729;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Pasta;In a large pot with boiling salted water cook penne pasta until al dente. Drain.<br>Meanwhile, in a large skillet over medium-high heat melt butter, add onion and garlic and cook for 2 minutes. Add chopped chicken and continue cooking, stirring occasionally until golden brown, about 5 to 6 minutes.<br>Reduce heat to medium- low. Drain and chop artichoke hearts and add them, chopped tomato, feta cheese, fresh parsley, lemon juice, dried oregano, and drained penne pasta to the large skillet. Cook until heated through, about 2 to 3 minutes.<br>Season with salt and ground black pepper. Serve warm.<br>
1033;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Bring a large pot of lightly salted water to a boil. Add orzo pasta, cook for 8 to 10 minutes, until al dente, and drain.<br>Heat the oil in a skillet over medium-high heat, and cook the garlic and red pepper 1 minute, until garlic is golden brown. Stir in chicken, season with salt, and cook 2 to 5 minutes, until lightly browned and juices run clear. Reduce heat to medium, and mix in the parsley and cooked orzo. Place spinach in the skillet. Continue cooking 5 minutes, stirring occasionally, until spinach is wilted. Serve topped with Parmesan cheese.<br>
1055;Home  >  Recipes  >  Main Dish  >  Chicken  >  Chicken Cacciatore;Combine the flour, salt and pepper in a plastic bag. Shake the chicken pieces in flour until coated. Heat the oil in a large skillet (one that has a cover/lid). Fry the chicken pieces until they are browned on both sides. Remove from skillet.<br>Add the onion, garlic and bell pepper to the skillet and saute until the onion is slightly browned. Return the chicken to the skillet and add the tomatoes, oregano and wine. Cover and simmer for 30 minutes over medium low heat.<br>Add the mushrooms and salt and pepper to taste. Simmer for 10 more minutes.<br>
1556;Home  >  Recipes  >  Main Dish  >  Meatloaf  >  Beef Meatloaf;Preheat an oven to 350 degrees F (175 degrees C). Grease a 8x8 inch baking dish.<br>Beat the egg in a mixing bowl. Whisk in the onion, pickle juice, salt, and pepper. Stir in the bread until soggy, then mix in the ground beef until evenly combined. Form into a loaf and place into the prepared pan. Stir together the chopped pickles, ketchup, water, sugar, and Worcestershire sauce, pour over the meatloaf.<br>Bake in the preheated oven until no longer pink in the center, about 1 hour. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).<br>
669;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;In a shallow bowl, mix the flour, salt, and pepper. Lightly coat the round steak pieces in the flour mixture.<br>Heat the oil in a skillet over medium heat, and saute the celery, onion, and carrots about 5 minutes, until tender. Remove from heat, and set aside. Mix in the round steak pieces, and cook until lightly browned.<br>Place the vegetables and steak in a slow cooker. Mix in the tomatoes with juice, Worcestershire sauce, and brown sugar.<br>Cover, and cook 8 to 10 hours on Low, until the round steak is very tender.<br>
1165;Home  >  Recipes  >  Meat and Poultry  >  Beef  >  Steaks  >  Flat Iron Steak;Whisk together vinegar, garlic, 1 tablespoon black pepper, rosemary, oregano, and kosher salt in a bowl along with the olive oil. Place the flat iron steak into a resealable plastic bag, and pour the marinade overtop. Squeeze the excess air from the bag and seal. Marinate in the refrigerator 30 minutes.<br>Preheat an outdoor grill for medium-high heat and lightly oil grate. Remove steak from the marinade, shake off excess, and discard the remaining marinade. Allow the steak to stand at room temperature for 15 minutes as the grill warms.<br>Mash together the butter, blue cheese, chives, and 1/8 teaspoon of black pepper, set aside. Cook the steak on the preheated grill to desired degree of doneness, about 5 minutes per side for medium-rare. Allow the steak to rest in a warm place for 10 minutes before slicing thinly across the grain. Serve with a dollop of blue cheese-chive butter.<br>
1070;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water until al dente, drain.<br>Meanwhile, heat olive oil in a large skillet over medium-high heat, add onion and garlic, and cook until golden brown. Mix in tomatoes, mushrooms, and spinach. Season with salt, pepper, and red pepper flakes. Cook 2 minutes more, until tomatoes are heated through and spinach is wilted. Reduce heat to medium, stir in pasta and feta cheese, and cook until heated through.<br>
1172;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;Sprinkle freshly ground pepper over both sides of each steak, and sprinkle with salt to taste.<br>Heat a nonstick skillet over medium-high heat. Place steaks in hot pan, and cook for 1 minute on each side, or until browned. Reduce heat to medium-low, and add balsamic vinegar and red wine. Cover, and cook for 4 minutes on each side, basting with sauce when you turn the meat over.<br>Remove steaks to two warmed plates, spoon one tablespoon of glaze over each, and serve immediately.<br>
5576;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Preheat oven to 475 degrees F (245 degrees C). Grease a baking dish. In a bowl, mix together the mayonnaise, Dijon mustard, lemon juice, lemon zest, tarragon, salt, and pepper until the mixture is well combined. Set aside.<br>Cook asparagus in the microwave on High until bright green and just tender, 1 to 1 1/2 minutes. Set the asparagus spears aside. Place a chicken breast between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound the chicken breast with the smooth side of a meat mallet to a thickness of about 1/4 inch. Repeat with the rest of the chicken breasts.<br>Place 1 slice of provolone on each chicken breast, and top the cheese with 4 asparagus spears per breast. Roll the chicken breasts around the asparagus and cheese, making a tidy package, and place, seam sides down, in the prepared baking dish. With a pastry brush, apply a coating of the mayonnaise mixture to each chicken breast, and sprinkle each with panko crumbs, pressing the crumbs into the chicken to make a coating.<br>Bake in the preheated oven until the crumbs are browned and the chicken juices run clear, about 25 minutes.<br>
2737;Home  >  Recipes  >  Main Dish  >  Seafood  >  Salmon  >  Salmon Patties;In a medium bowl, mix salmon, eggs, garlic and herb seasoned dry bread crumbs, dry potato flakes, onion, garlic, dill weed, celery salt, salt, and pepper. Form the mixture into 2 inch balls, and flatten into patties about 1/2 inch thick.<br>Heat olive oil in a medium skillet over medium heat. In batches, cook patties about 5 minutes on each side, until lightly browned.<br>
4606;Home  >  Recipes  >  Main Dish;In a shallow dish or resealable bag, mix together the lemon juice, soy sauce, mustard, garlic, brown sugar and curry paste. Add shrimp, and seal or cover. Marinate in the refrigerator for 1 hour.<br>Preheat a grill for high heat. When the grill is hot, lightly oil the grate. Thread the shrimp onto skewers, or place in a grill basket for easy handling. Transfer the marinade to a saucepan, and boil for a few minutes.<br>Grill shrimp for 3 minutes per side, or until opaque. Baste occasionally with the marinade.<br>
1797;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Grilled Cheese;In a medium bowl, combine cream cheese, mayonnaise, shredded cheese and garlic salt. Beat until smooth.<br>Preheat a large skillet over medium heat. Spread cheese mixture on 4 slices of bread, then top with the other 4 bread slices. Lightly butter both sides of each sandwich. Place sandwiches in skillet, and grill until golden brown on both sides, about 4 minutes per side.<br>
3437;Home  >  Recipes  >  Main Dish  >  Pizza;Stir together olive oil, garlic, and salt, toss with tomatoes, and allow to stand for 15 minutes. Preheat oven to 400 degrees F (200 degrees C).<br>Brush each pizza crust with some of the tomato marinade. Sprinkle the pizzas evenly with Mozzarella and Fontina cheeses. Arrange tomatoes overtop, then sprinkle with shredded basil, Parmesan, and feta cheese.<br>Bake in preheated oven until the cheese is bubbly and golden brown, about 10 minutes.<br>
458;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp  >  Shrimp Scampi;Preheat oven to 450 degrees F (230 degrees C).<br>In a small saucepan over medium heat, combine the butter, mustard, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat.<br>Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp.<br>Bake in preheated oven for 12 to 15 minutes or until the shrimp are pink and opaque.<br>
31;Home  >  Recipes  >  Main Dish  >  Roasts;Preheat oven to 450 degrees F (230 degrees C).<br>In a bowl, mix the honey, soy sauce, brown sugar, sesame oil, and balsamic vinegar.<br>Place the pork tenderloins in a roasting pan, and roast 15 minutes in the preheated oven.<br>Remove pork from oven, and baste with the honey sauce. Reduce oven temperature to 350 degrees F (175 degrees C), and continue roasting pork 45 minutes, basting occasionally with the honey sauce, to an internal temperature of 145 degrees F (63 degrees C).<br>
1967;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Preheat the oven to 425 degrees F (220 degrees C). Grease a shallow baking dish.<br>Season chicken breasts. Coat chicken on all sides with mayonnaise, and roll in bread crumbs until coated. Place coated breasts into the prepared pan.<br>Bake uncovered for 30 minutes in the preheated oven, or until chicken is no longer pink in the middle and the juices run clear.<br>
3160;Home  >  Recipes  >  Main Dish  >  Stir-Fry  >  Beef;Whisk together the oyster sauce, sesame oil, sherry, soy sauce, sugar, and cornstarch in a bowl, and stir until the sugar has dissolved. Place the steak pieces into a shallow bowl, pour the oyster sauce mixture over the meat, stir to coat well, and marinate for at least 30 minutes in refrigerator.<br>Heat vegetable oil in a wok or large skillet over medium-high heat, and stir in the ginger and garlic. Let them sizzle in the hot oil for about 1 minute to flavor the oil, then remove and discard. Stir in the broccoli, and toss and stir in the hot oil until bright green and almost tender, 5 to 7 minutes. Remove the broccoli from the wok, and set aside.<br>Pour a little more oil into the wok, if needed, and stir and toss the beef with the marinade until the sauce forms a glaze on the beef, and the meat is no longer pink, about 5 minutes. Return the cooked broccoli to the wok, and stir until the meat and broccoli are heated through, about 3 minutes.<br>
5003;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp;Preheat oven to 350 degrees F (175 degrees C).<br>Lay tortillas on a flat surface. In the middle of each tortilla place equal amounts of cheese, crab, and shrimp. Set aside some cheese to sprinkle on top of the tortillas. Roll the tortillas to form enchiladas. Arrange side by side in a 9x13 inch baking pan.<br>Pour green enchilada sauce over all of the enchiladas, the green sauce should cover the enchiladas completely. Sprinkle the remaining cheese over the enchiladas.<br>Cover, and bake for 30 minutes in the preheated oven. Remove cover, and continue baking 15 minutes. Top enchiladas with sour cream and green onions to serve.<br>
206;Home  >  Recipes  >  Main Dish;Preheat an outdoor grill for low heat.<br>In a small skillet, melt 1/2 cup butter. Mix in 1 tablespoon garlic salt, 1 tablespoon paprika, salt, and pepper.<br>Discard 1/2 the beer, leaving the remainder in the can. Add remaining butter, garlic salt, paprika, and desired amount of salt and pepper to beer can. Place can on a disposable baking sheet. Set chicken on can, inserting can into the cavity of the chicken. Baste chicken with the melted, seasoned butter.<br>Place baking sheet with beer and chicken on the prepared grill. Cook over low heat for about 3 hours, or until internal temperature of chicken reaches 180 degrees F (80 degrees C).<br>
